school,stread03,stdread02,gainreading,stmath02,stmath03,gainmath,stread02r,stread03r,stmath02r,stmath03r,engf02,enhbf02,encop02,engsp03,enhbsp03,encop03,mathfo2,mathbf02,macopf02,mathf03,mahbs03,macops03,atten02,absent02,atten03,absen03,group,hourlace,daylacer,lacerhoursr
3,50,50.5,-0.5,40.2,15,-25.2,1,1,0,0,0,0,1,2,1,1,3,1,1,2,1,1,163,6,163,7,0,47.5,23.75,1
3,38,35.8,2.2,32.3,45,12.7,0,0,0,1,4,2,2,4,2,2,3,2,2,3,2,2,163,4,163,6,0,237.5,118.75,1
3,43,33.7,9.3,46.8,21,-25.8,0,0,0,0,4,2,1,3,1,0,0,0,1,0,1,1,163,5,163,4,0,37.5,18.75,1
3,28,20.4,7.6,44.7,16,-28.7,0,0,0,0,2,1,0,2,1,1,1,1,2,0,0,1,163,5,163,3,0,107.5,53.75,1
3,5, , , ,28, , ,0, ,0, , , , , , ,3,0,1,1,0,0,122,21,163,29,0,82.5,41.25,1
3,60,51.1,8.9,68.5,71,2.5,1,1,1,1,4,2,2,4,2,2,3,2,2,3,2,2,163,0,163,1,0,97.5,48.75,1
3,40, , , ,46, , ,0, ,1, , , , , , ,2,1,1,3,2,2,163,10,163,5,1, , , 
3,35,53.7,-18.7,60.4,43,-17.4,1,0,1,0,2,1,2,1,0,0,0,0,0,2,0,0,163,1,163,7,1, , , 
3,38,31.5,6.5,55.3,41,-14.3,0,0,1,0,2,1,1,2,1,1,2,0,0,4,2,1,163,0,163,0,1, , , 
3,60,63.5,-3.5,39,57,18,1,1,0,1,3,2,1,4,2,1,2,2,1,1,2,1,163,2,163,0,1, , , 
3,52,53.7,-1.7,43.6,64,20.4,1,1,0,1,3,2,2,3,2,2,1,1,2,1,1,2,163,1,163,2,1, , , 
3,28,33,-5,25.3,20,-5.3,0,0,0,0,3,2,2,2,2,1,1,1,2,1,1,2,163,12,163,8,1, , , 
3,71,55.3,15.7,70.1,63,-7.1,1,1,1,1,0,0,1,2,1,1,2,0,0,1,0,1,163,2,163,4,1, , , 
3,12,30.7,-18.7,43.6,50,6.4,0,0,0,1,1,0,1,2,1,1,2,1,1,1,0,1,163,19,163,27,1, , , 
3,11,15.4,-4.4,18.9,32,13.1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,163,5,163,6,1, , , 
3,64,60.4,3.6,63.5,57,-6.5,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,163,2,163,2,1, , , 
3,32,29.9,2.1,35.1,42,6.9,0,0,0,0,3,1,1,3,2,2,4,2,2,4,2,1,163,3,163,0,1, , , 
3,64,67.7,-3.7,58.7,57,-1.7,1,1,1,1,2,1,1,2,1,2,3,2,2,4,2,2,163,10,161,7,1, , , 
3,33,53.7,-20.7,47.9,36,-11.9,1,0,0,0,2,1,2,2,1,2,2,1,1,2,1,1,163,0,163,0,1, , , 
3,1,18.9,-17.9,28.2,15,-13.2,0,0,0,0,1,0,1,1,0,1,2,1,1,2,0,1,84,4,163,5,1, , , 
3,43,51.6,-8.6,30.7,48,17.3,1,0,0,1,3,1,1,2,1,0,0,0,0,0,0,0,154,19,161,30,1, , , 
3,30,15.4,14.6,32.3,35,2.7,0,0,0,0,4,2,2,4,2,1,2,1,2,2,2,2,163,3,163,9,1, , , 
3,71,57.5,13.5,57.5,74,16.5,1,1,1,1,3,1,2,3,2,2,3,1,2,3,2,2,163,0,163,0,1, , , 
3,71,39.6,31.4,35.1,46,10.9,0,1,0,1,4,2,2,3,2,2,2,1,2,2,0,2,163,4,163,5,1, , , 
3,38,50.5,-12.5,52.1,41,-11.1,1,0,1,0,3,2,2,3,2,2,3,1,1,1,0,1,163,2,163,3,1, , , 
3,60,60.4,-0.4,41.3,55,13.7,1,1,0,1,3,2,2,3,2,2,4,2,2,2,0,1,163,2,163,4,1, , , 
3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
3,30,28.2,1.8,35.1,34,-1.1,0,0,0,0,1,0,0,3,1,1,2,1,1,1,1,1,163,23,163,42,1, , , 
3,19,24.2,-5.2,37.7,20,-17.7,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,163,14,163,11,1, , , 
3,32,44.1,-12.1,29.1,28,-1.1,0,0,0,0,3,1,2,2,2,2,3,1,1,2,1,1,163,6,163,12,1, , , 
3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
3,60,99,-39,68.5,60,-8.5,1,1,1,1,4,2,2,4,2,2,3,2,2,2,2,2,163,4,163,1,1, , , 
3,40,42.5,-2.5,20.4,42,21.6,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,163,6,163,13,1, , , 
3,49,63.5,-14.5,48.4,42,-6.4,1,1,0,0,3,2,1,3,2,2,1,1,2,1,1,1,163,2,162,5,1, , , 
3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
3,30,37.7,-7.7,55.3,60,4.7,0,0,1,1,3,1,1,2,1,1,3,2,2,2,2,2,163,3,163,4,1, , , 
3,55,46.3,8.7,56.4,60,3.6,0,1,1,1,3,1,2,2,1,1,2,1,2,3,2,2,163,0,163,2,1, , , 
3,60,58.1,1.9,44.7,35,-9.7,1,1,0,0,2,1,2,2,1,2,2,2,2,1,2,2,163,1,163,6,1, , , 
3,69,74.7,-5.7,74.7,60,-14.7,1,1,1,1,4,2,2,4,2,2,4,2,2,4,2,2,163,11,163,5,1, , , 
3,5,27.2,-22.2,41.3,28,-13.3,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,1,163,3,163,18,1, , , 
3,1,40.7,-39.7,35.1,28,-7.1,0,0,0,0,2,2,1,2,2,1,0,0,1,0,0,1,163,2,163,5,1, , , 
3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
3,55,51.6,3.4,60.4,39,-21.4,1,1,1,0,3,2,1,3,2,2,1,0,0,2,1,1,163,0,163,2,1, , , 
3,50,55.3,-5.3,47.9,43,-4.9,1,1,0,0,3,1,1,2,1,2,2,0,1,2,0,1,163,3,163,8,1, , , 
3,60,64.9,-4.9,40.2,48,7.8,1,1,0,1,4,1,1, , , ,0,0,1,1,1,1,157,13,163,6,1, , , 
3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
3,33,39.6,-6.6,35.8,39,3.2,0,0,0,0,1,0,1,2,1,1,1,0,0,1,0,0,163,7,163,7,1, , , 
3,25,30.7,-5.7,32.3,39,6.7,0,0,0,0, , , , , , ,4,2,2,3,2,2,163,0,163,0,1, , , 
3,47,56.4,-9.4,51.1,54,2.9,1,1,1,1,4,2,2,3,2,2,3,2,2,3,2,2,163,2,163,5,1, , , 
3,56,56.4,-0.4,51.1,54,2.9,1,1,1,1,2,1,2,2,1,2,2,0,0,3,2,2,163,11,163,19,1, , , 
3,36,42.5,-6.5,34.4,20,-14.4,0,0,0,0,4,2,1,4,2,2,2,2,2,3,2,2,163,16,163,7,1, , , 
3,42,18.9,23.1,18.9,42,23.1,0,0,0,0,3,1,1,2,1,1,1,1,1,2,1,1,163,3,162,6,1, , , 
3,23,51.1,-28.1,39,32,-7,1,0,0,0,2,2,1,4,2,1,2,1,1,3,2,2,163,39,163,13,1, , , 
3,55,57.5,-2.5,55.3,55,-0.3,1,1,1,1,3,2,2,0,0,0,2,0,1,0,0,0,163,40,163,47,1, , , 
3,24,24.2,-0.2,20.4,21,0.6,0,0,0,0,2,0,2,2,1,2,1,0,2,0,0,2,163,0,163,1,1, , , 
3,5,1,4,20.4,2,-18.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,163,4,163,13,1, , , 
3,49,34.4,14.6,25.3,28,2.7,0,1,0,0,3,2,1,2,1,2,0,1,1,0,0,0,163,27,163,19,1, , , 
3,30,50.5,-20.5,57.5,36,-21.5,1,0,1,0,2,2,2,2,2,2,2,1,2,2,1,2,163,8,163,12,1, , , 
3,44,56.4,-12.4,57.5,79,21.5,1,0,1,1,3,2,2,3,2,2,2,2,2,3,2,2,163,9,163,1,1, , , 
3,23,25.3,-2.3,20.4,16,-4.4,0,0,0,0,2,1,0,1,0,0,1,1,1,0,0,0,163,7,163,24,1, , , 
3,55,23,32,37.7,46,8.3,0,1,0,1,2,1,1,2,1,1,2,1,1,1,0,1,163,3,163,9,1, , , 
3,19,41.3,-22.3,17.3,35,17.7,0,0,0,0,3,1,1,2,0,1,2,2,2,0,0,1,119,13,146,13,1, , , 
3,34,35.8,-1.8,56.4,45,-11.4,0,0,1,1,2,2,2,2,1,1,2,2,2,2,2,2,163,5,163,8,1, , , 
3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
3,47,63.5,-16.5,67.7,84,16.3,1,1,1,1,4,2,2,4,2,2,3,2,2,2,2,2,163,0,163,0,1, , , 
3,1,40.7,-39.7,35.1,28,-7.1,0,0,0,0,2,2,1,2,2,1,0,0,1,0,0,1,163,2,163,5,1, , , 
3,21,24.2,-3.2,33,41,8,0,0,0,0,2,1,1,3,1,1,0,0,1,0,0,1,163,13,163,3,1, , , 
3,40,23,17,46.8,42,-4.8,0,0,0,0,1,0,1,1,0,2,2,1,0,3,1,0,163,3,163,6,1, , , 
3,1,18.9,-17.9,42.5,50,7.5,0,0,0,1,1,1,1,2,0,0,4,1,2,2,0,2,163,2,163,5,1, , , 
3,28,51.1,-23.1,39,45,6,1,0,0,1,3,1,2,4,2,2,1,1,2,2,0,1,163,12,163,12,1, , , 
3,74,67.7,6.3,61,67,6,1,1,1,1,4,1,2,4,2,2,3,2,2,3,1,2,163,2,163,2,1, , , 
3,52,59.8,-7.8,46.8,51,4.2,1,1,0,1,4,2,2,4,2,2,3,2,2,2,2,2,163,2,163,3,1, , , 
3,60,52.6,7.4,66.3,63,-3.3,1,1,1,1,0,0,1,3,2,2,0,0,2,4,2,2,163,14,162,15,1, , , 
3,5,46.3,-41.3,44.7,41,-3.7,0,0,0,0,2,1,2,1,1,1,2,1,1,2,1,1,163,10,163,3,1, , , 
3,44,44.1,-0.1,50,57,7,0,0,0,1,1,0,1,2,1,1,2,1,0,2,0,0,163,2,163,23,1, , , 
3,35,25.3,9.7,30.7,15,-15.7,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,163,8,163,4,1, , , 
3,71,61.7,9.3,73.7,69,-4.7,1,1,1,1,4,2,2,4,2,2,3,1,2,3,1,1,163,3,163,7,1, , , 
3,69,72.8,-3.8,89.6,64,-25.6,1,1,1,1,2,1,2,1,0,0,1,0,1,0,0,1,163,18,161,28,1, , , 
3,50,50.5,-0.5,40.2,9,-31.2,1,1,0,0,2,1,2,1,1,1,0,0,0,0,0,0,162,7,163,16,1, , , 
3,28,35.8,-7.8,33,42,9,0,0,0,0,3,0,1,3,1,1,3,2,1,3,1,1,163,10,163,5,1, , , 
3,33,33.7,-0.7,45.7,46,0.3,0,0,0,1,0,0,1,0,0,1,4,2,1,0,0,1,163,1,163,3,1, , , 
3,28,20.4,7.6,42.5,39,-3.5,0,0,0,0,4,2,2,4,2,2,2,1,1,3,2,2,163,12,163,9,1, , , 
3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
3,50,51.6,-1.6,66.3,63,-3.3,1,1,1,1,4,2,1,3,2,2,2,2,1,2,2,1,163,5,163,8,1, , , 
4,52,72.8,-20.8,86.9,71,-15.9,1,1,1,1,4,2,2,4,2,2,4,2,2,4,2,2,163,0,163,3,0,2,1,0
4,50,64.9,-14.9,67.7,46,-21.7,1,1,1,1,4, ,2,4,2,2,4,2,2,4,2,2,163,1,163,2,0,24,12,0
4,50,44.1,5.9,53.2,36,-17.2,0,1,1,0,2,0,2,1,1,2,2,2,2,2,2,1,163,0,163,0,0,28,14,0
4,69,55.3,13.7,65.6,51,-14.6,1,1,1,1,2,1,1,2,1,2,3,2,2,0,0,0,163,0,163,0,0,77,38.5,1
4,92,86.9,5.1,99,80,-19,1,1,1,1,2,0,1,1,0,1,3,1,2,2,1,1,204,0,163,1,0,38,19,1
4,50,57.5,-7.5,56.4,66,9.6,1,1,1,1,3,1,2,2,1,2,4,2,2,3,2,2,162,2,163,1,0,4,2,0
4,43,31.5,11.5,70.1,46,-24.1,0,0,1,1,3,2,1,3,2,0,4,1,0,4,1,0,163,6,163,0,0,1,0.5,0
4,64,49.5,14.5,67.7,41,-26.7,1,1,1,0,3,2,2,2,2,2,4,2,2,4,1,2,163,13,163,11,0,1,0.5,0
4,43,46.3,-3.3,45.7,48,2.3,0,0,0,1,2,1,2,3,2,2,2,1,1,2,1,2,163,13,163,16,0,4,2,0
4,40,44.1,-4.1,68.5,60,-8.5,0,0,1,1, , , ,4,2,2, , , ,1,1,0,147,20,94,7,0,36,18,1
4,40,29.1,10.9,41.3,34,-7.3,0,0,0,0,4,2,2,4,2,2,3,1,2,2,1,2,163,5,163,4,0,2,1,0
4,55,45.2,9.8,60.4,48,-12.4,0,1,1,1,3,2,1,3,2,2,4,2,2,4,2,2,163,6,163,5,0,64,32,1
4,55,56.4,-1.4,53.2,34,-19.2,1,1,1,0,4,2,2,4,2,2,3,2,2,4,2,2,163,2,163,0,0,6,3,0
4,76,79.6,-3.6,86.9,90,3.1,1,1,1,1,3,2,2,3,1,2,4,2,2,3,2,2,163,9,163,12,0,2,1,0
4,55,56.4,-1.4,47.9,34,-13.9,1,1,0,0,4,2,2,4,2,2,4,2,2,3,2,2,163,2,163,3,0,22,11,0
4,50,60.4,-10.4,32.3,39,6.7,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,163,27,163,20,0,70,35,1
4,47,53.7,-6.7,36.5,28,-8.5,1,1,0,0,3,2,2,1,0,1,1,1,0,1,1,2,163,29,163,7,0,32,16,0
4,45,34.4,10.6,41.3,36,-5.3,0,0,0,0, , , ,0,0,1, , , ,0,0,1,161,34,72,17,0,2,1,0
4,67,56.4,10.6,57.5,50,-7.5,1,1,1,1,3,1,2,2,1,1,3,1,1,3,2,1,162,2,163,2,0,6,3,0
4,92,79.6,12.4,89.6,74,-15.6,1,1,1,1,4,2,2,4,2,2,4,2,2,4,2,2,163,4,163,4,0,2,1,0
4,40,41.9,-1.9,46.8,36,-10.8,0,0,0,0,3,1,2,2,0,1,3,1,1,1,0,0,163,13,163,10,0,4,2,0
4,64,70.1,-6.1,84.6,90,5.4,1,1,1,1,4,2,2,4,2,2,4,2,2,4,2,2,163,0,163,0,0,2,1,0
4,52,45.2,6.8,50.5,52,1.5,0,1,0,1,3,2,1,3,1,2,3,2,2,3,2,2,163,6,163,16,0,21,10.5,0
4,55,51.6,3.4,42.5,21,-21.5,1,1,0,0,3,1,1,2,1,1,2,1,1,1,1,1,163,4,163,12,0,5,2.5,0
4,60,71.8,-11.8,62.9,66,3.1,1,1,1,1,2,1,1,2,1,1,3,0,1,3,2,2,163,3,163,9,0,8,4,0
4,69,66.3,2.7,50,54,4,1,1,0,1,3,2,2,2,1,1,4,2,2,3,2,2,163,33,163,13,0,16,8,0
4,45,36.5,8.5,39,28,-11,0,0,0,0,2,1,1,3,1,1,3,2,2,4,2,2,162,5,163,7,0,6,3,0
4,71,75.8,-4.8,93.3,69,-24.3,1,1,1,1,4,2,2,3,2,1,4,2,1,4,2,1,163,2,163,1,0,36,18,1
4,67,55.3,11.7,54.3,48,-6.3,1,1,1,1,3,2,1,2,1,0,3,2,1,1,1,1,163,4,163,1,0,2,1,0
4,82,99,-17,99,90,-9,1,1,1,1,2,0,1,2,1,1,3,2,2,3,2,2,163,2,163,11,0,2,1,0
4,42,44.1,-2.1,50,16,-34,0,0,0,0,1,1,1,1,1,1,0,0,0,3,2,2,121,15,163,19,0,1,0.5,0
4,76,41.9,34.1,28.2,24,-4.2,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,163,10,163,5,0,8,4,0
4,42,42.5,-0.5,34.4,42,7.6,0,0,0,0,1,1,1,0,1,1,3,2,2,1,2,2,163,13,163,20,0,8,4,0
4,43,50.5,-7.5,42.5,48,5.5,1,0,0,1,3,2,2,1,0,2,2,1,0,2,2,0,163,4,163,6,0,1,0.5,0
4,40,42.5,-2.5,29.1,20,-9.1,0,0,0,0,1,0,1,1,0,1,3,2,2,3,2,2,163,2,163,2,0,5,2.5,0
4,71,84.6,-13.6,64.9,52,-12.9,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,163,4,163,7,0,60,30,1
4,82,82.7,-0.7,70.9,63,-7.9,1,1,1,1,3,2,2,3,1,2,4,2,2,4,2,2,163,7,163,7,0,1,0.5,0
4,44,40.7,3.3,50,35,-15,0,0,0,0,1,0,1,3,1,2,3,2,2,3,2,2,163,2,163,1,0,7,3.5,0
4,60,55.3,4.7,60.4,39,-21.4,1,1,1,0,2,1,2,3,1,2,3,1,2,3,2,2,204,3,163,0,0,4,2,0
4,55,47.4,7.6,49.5,50,0.5,0,1,0,1,2,1,1,2,1,2,3,0,0,3,0,2,163,4,163,14,0,65,32.5,1
4,99,93.3,5.7,99,69,-30,1,1,1,1,4,2,2,4,2,2,3,1,1,2,0,1,163,14,163,15,0,10,5,0
4,58,52.6,5.4,49.5,41,-8.5,1,1,0,0,4,2,2,2,1,2,3,2,2,3,2,2,159,18,163,19,0,96,48,1
4,76,78.2,-2.2,70.1,50,-20.1,1,1,1,1,3,1,2,3,1,2,2,0,1,2,1,1,163,4,163,6,0,46,23,1
4,50,50.5,-0.5,29.1,39,9.9,1,1,0,0,2,2,1,1,0,1,2,1,2,2,2,2,163,10,163,8,0,8,4,0
4,64,56.4,7.6,55.3,45,-10.3,1,1,1,1,4,2,2,4,1,2,3,2,1,3,2,2,163,6,163,2,0,2,1,0
4,38,51.6,-13.6,86.9,66,-20.9,1,0,1,1,2,0,1,0,0,1,3,1,2,3,1,1,163,0,163,0,0,2,1,0
4,56, , , ,51, , ,1, ,1,4,2,2,2,2,2,3,2,1,4,2,1,155,13,163,8,0,32,16,0
4,92,86.9,5.1,99,90,-9,1,1,1,1,4,2,2,4,2,2,4,2,2,3,2,2,163,3,163,5,0,46,23,1
4,60,67.7,-7.7,73.7,63,-10.7,1,1,1,1,4,2,2,4,2,2,4,2,2,4,2,2,163,0,162,5,0,6,3,0
4,60,61.7,-1.7,93.3,74,-19.3,1,1,1,1,3,2,2,3,1,2,4,1,2,4,2,2,163,1,163,8,0,76,38,1
4,60,55.3,4.7,42.5,39,-3.5,1,1,0,0,3,2,2,3,2,2,4,2,2,4,2,2,163,0,163,2,0,64,32,1
4,47,48.4,-1.4,71.8,75,3.2,0,1,1,1,2,1,2,3,1,2,4,2,2,4,2,2,163,9,163,8,0,17,8.5,0
4,92,70.1,21.9,89.6,74,-15.6,1,1,1,1,4,2,2,4,2,2,4,2,2,4,2,2,163,0,163,0,0,32,16,0
4,71,73.7,-2.7,86.9,48,-38.9,1,1,1,1,2,1,2,0,0,1,2,2,2,1,1,1,163,1,163,3,1, , , 
4,67,64.9,2.1,67.7,39,-28.7,1,1,1,0,3,1,1,0,0,1,2,1,1,0,0,1,163,14,163,17,1, , , 
4,30,44.1,-14.1,53.2,36,-17.2,0,0,1,0,3,2,2,3,1,2,3,2,2,4,2,2,163,14,163,5,1, , , 
4,55,55.3,-0.3,66.3,60,-6.3,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,163,9,163,14,1, , , 
4,58,86.9,-28.9,89.6,66,-23.6,1,1,1,1,3,2,2,4,2,2,3,1,2,4,2,1,163,5,163,1,1, , , 
4,43,57.5,-14.5,56.4,31,-25.4,1,0,1,0,3,1,2,2,0,1,3,2,2,3,1,2,163,6,163,3,1, , , 
4,32,31.5,0.5,64.2,57,-7.2,0,0,1,1,2,1,1,2,1,2,2,1,1,3,2,2,163,6,163,2,1, , , 
4,64,49.5,14.5,64.9,46,-18.9,1,1,1,1,4,2,2,4,2,2,4,2,2,4,2,2,163,2,163,1,1, , , 
4,52,46.3,5.7,45.7,51,5.3,0,1,0,1,0,0,0,1,1,1,1,2,2,1,1,2,163,10,163,17,1, , , 
4,44,44.1,-0.1,67,54,-13,0,0,1,1,4,2,2,4,2,2,4,2,2,4,2,2,150,4,163,1,1, , , 
4,21,29.1,-8.1,41.3,39,-2.3,0,0,0,0,4,1,1,4,2,1,2,0,1,3,1,2,163,5,163,8,1, , , 
4,38,45.2,-7.2,56.4,31,-25.4,0,0,1,0,2,1,0,3,2,2,4,1,2,2,0,1,163,2,163,5,1, , , 
4,60,56.4,3.6,51.1,45,-6.1,1,1,1,1,4,2,2,4,2,2,3,2,2,3,2,2,163,7,163,9,1, , , 
4,76,78.2,-2.2,89.6,80,-9.6,1,1,1,1,4,2,2,4,2,2,3,2,2,3,1,2,163,2,163,0,1, , , 
4,43,56.4,-13.4,47.9,39,-8.9,1,0,0,0,3,1,1,2,2,1,2,2,2,4,2,1,163,4,163,5,1, , , 
4,52,59.8,-7.8,33,20,-13,1,1,0,0,4,2,2,4,2,2,3,2,2,2,1,1,120,1,163,3,1, , , 
4,21,53.7,-32.7,35.1,2,-33.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,18,163,36,1, , , 
4,60,34.4,25.6,41.3,36,-5.3,0,1,0,0,0,1,2,0,0,1,1,0,1,1,0,1,163,4,163,2,1, , , 
4,38,56.4,-18.4,59.3,48,-11.3,1,0,1,1,1,1,0,2,2,2,0,1,1,1,0,1,163,10,163,18,1, , , 
4,64,79.6,-15.6,82.7,60,-22.7,1,1,1,1,4,2,2,3,1,2,2,1,1,2,1,1,163,6,163,10,1, , , 
4,38,41.9,-3.9,46.8,46,-0.8,0,0,0,1,2,2,1,2,0,1,2,0,1,2,0,1,163,12,163,16,1, , , 
4,55,70.1,-15.1,82.7,63,-19.7,1,1,1,1,4,2,2,4,2,2,4,2,2,4,2,1,163,6,163,8,1, , , 
4,35,45.2,-10.2,50.5,31,-19.5,0,0,0,0,3,2,2,2,2,1,4,2,2,3,2,0,163,19,163,2,1, , , 
4,43,51.6,-8.6,41.3,39,-2.3,1,0,0,0,2,1,1,2,2,2,1,0,1,1,0,1,163,15,163,12,1, , , 
4,82,71.8,10.2,62.9,60,-2.9,1,1,1,1,1,0,1,2,0,1,2,1,1,2,1,1,163,2,163,2,1, , , 
4,56,66.3,-10.3,51.1,51,-0.1,1,1,1,1,3,2,2,3,2,2,4,2,2,3,2,2,163,2,163,7,1, , , 
4,24,36.5,-12.5,39,39,0,0,0,0,0,2,2,2,1,1,0,3,2,2,3,2,1,163,0,163,6,1, , , 
4,71,75.8,-4.8,93.3,66,-27.3,1,1,1,1,4,2,2,4,2,2,4,2,2,4,2,2,163,1,163,2,1, , , 
4,35,55.3,-20.3,52.1,36,-16.1,1,0,1,0,2,2,2,2,2,2,2,0,1,2,0,1,163,26,163,4,1, , , 
4,92,99,-7,99,74,-25,1,1,1,1,4,2,2,4,2,2,4,2,2,4,2,2,163,6,163,6,1, , , 
4,38,44.1,-6.1,50.5,15,-35.5,0,0,0,0,2,1,1,2,2,1,2,2,2,1,0,2,163,13,163,12,1, , , 
4,33,41.9,-8.9,27.2,15,-12.2,0,0,0,0,1,0,0,1,0,1,2,1,0,2,1,1,163,15,163,7,1, , , 
4,19,42.5,-23.5,32.3,42,9.7,0,0,0,0,3,1,1,3,2,2,1,1,1,1,0,0,163,19,163,9,1, , , 
4,35,50.5,-15.5,41.3,31,-10.3,1,0,0,0,1,0,0,2,1,1,1,1,1,1,0,1,163,4,163,9,1, , , 
4,38,42.5,-4.5,29.1,45,15.9,0,0,0,1,1,0,1,2,1,1,2,1,1,1,1,1,163,16,163,8,1, , , 
4,67,84.6,-17.6,61,50,-11,1,1,1,1,4,2,2,4,2,2,4,2,2,3,2,2,163,1,163,2,1, , , 
4,92,82.7,9.3,66.3,66,-0.3,1,1,1,1,4,2,2,4,2,2,4,2,2,4,2,2,163,0,163,0,1, , , 
4,50,40.7,9.3,49.5,31,-18.5,0,1,0,0,2,1,1,0,0,0,1,1,1,2,0,0,163,6,163,8,1, , , 
4,71,55.3,15.7,61,50,-11,1,1,1,1,4,1,0,4,2,2,4,2,1,4,2,1,163,12,163,7,1, , , 
4,36,47.4,-11.4,50,51,1,0,0,0,1,4,1,2,3,0,1,3,1,1,2,1,1,163,4,163,3,1, , , 
4,81,93.3,-12.3,99,79,-20,1,1,1,1,4,2,2,4,2,2,4,2,2,3,1,2,163,9,163,6,1, , , 
4,49,52.6,-3.6,50,42,-8,1,1,0,0,1,1,1,2,2,1,3,2,2,2,1,1,153,13,163,17,1, , , 
4,69,78.2,-9.2,70.1,64,-6.1,1,1,1,1,1,0,1,1,0,1,4,2,2,1,1,2,54,3,163,32,1, , , 
4,52,49.5,2.5,35.1,39,3.9,1,1,0,0,3,1,1,2,1,2,4,2,2,2,1,2,163,9,158,13,1, , , 
4,67,56.4,10.6,57.5,50,-7.5,1,1,1,1,3,1,2,2,1,1,3,1,1,3,2,1,162,2,163,2,1, , , 
4,64,51.6,12.4,82.7,52,-30.7,1,1,1,1,4,2,2,3,2,2,3,2,2,3,2,2,163,0,163,1,1, , , 
4,24, , , ,9, , ,0, ,0,4,2,2,3,1,2,3,2,2,1,1,1,163,13,163,10,1, , , 
4,67,89.6,-22.6,70.1,52,-18.1,1,1,1,1,3,1,2,4,2,2,2,1,2,2,1,2,163,10,163,4,1, , , 
4,49,67.7,-18.7,74.7,54,-20.7,1,1,1,1,3,1,2,2,1,2,3,2,2,3,1,2,163,6,163,7,1, , , 
4,58,61.7,-3.7,84.6,90,5.4,1,1,1,1,2,0,0,1,0,0,1,0,0,0,0,1,163,16,163,17,1, , , 
4,44,55.3,-11.3,42.5,45,2.5,1,0,0,1,3,2,2,2,1,1,2,1,1,1,1,2,163,13,163,5,1, , , 
4,44,48.4,-4.4,70.1,45,-25.1,0,0,1,1,1,0,1,1,0,1,4,2,2,1,1,2,163,1,163,3,1, , , 
4,64,70.1,-6.1,84.6,90,5.4,1,1,1,1,4,2,2,4,2,2,4,2,2,4,2,2,163,0,163,0,1, , , 